,Date,Time,Location,Operator,Type,Flight,Aboard,Fatalities,Ground,Summary
1134,08 11 1984,01:00:00,"Near Memphis, Tennessee",Aviation Enterprises,Douglas DC-3,,3,3,0,During takeoff the crew lost the No. 1 engine. The plane struck utility poles and crashed through the roof of a building. Missing spark plug from the No. 1 engine in the No. 14 cylinder.
1135,15 08 1984,,"Near Wamena, Indonesia",Airfast Indonesia,Douglas C-47A,,3,2,0,Crashed into a mountain while en route.
1136,12 11 1984,19:32:00,"Pontiac, Michigan",Air Taxi - Richards Aviation Inc.,Piper PA-31,,2,2,0,The aircraft departed the airport with one dry air pump inoperative and the other pump reading low. Aircraft control was lost during an instrument approach in IMC. Operation with known deficiencies in equipment. Flight/Nav instruments disabled. Emergency procedures not followed.
1137,24 08 1984,11:18:00,"San Luis Obispo, California",Wings West Airlines / Private,Beechcraft C99 / Rockwell 112TC,628,17,17,0,"A head-on midair collision occurred at 3, 400 ft. near San Luis Obispo Airport . The Beech was climbing and the Rockwell was descending. Two aboard the Rockwell aircraft were killed along with 15 aboard the Beech.  Failure of the pilots of both aircraft to follow the recommended communications and traffiadvisory practices for uncontrolled airports in alerting each other to their presence. Underlying the accident were the physiological limitations of human vision and reaction time."
1138,30 08 1984,,"Douala, Cameroon",Cameroon Airlines,Boeing B-737-2H7C,786,116,2,0,"When taxing tin preperation to takeoff, a compressor disin the No.2 engine failed. Debris punctured the wing and fuel tank causing an uncontrollable fire that destroyed the aircraft."
1139,09 06 1984,,"Mt. Musaka, Papua, New Guinea",Talair,Britten-Norman BN-2A-20 Islander,,11,9,0,Crashed into Mt. Musaka.
1140,09 07 1984,21:10:00,"Near Naples, Florida",Provincetown - Boston Airlines,Cessna 402C,,6,1,0,Lost both engines while taking off and crashed  wheels up in a field. Fueled with jet fuel by accident.
1141,09 11 1984,,"Near the Kwango River, Zaire",MMM Aero Services,Handley Page Dart Herald 202,,30,30,0,
1142,16 09 1984,,"Opole, Poland",APRL,Antonov An-2T,,26,11,0,Crashed during takeoff. Overloaded
1143,18 09 1984,11:04:00,"Quito, Ecuador",AECA Cargo,McDonnell Douglas DC-8F-55,767-103,4,4,49,"While taking off, the cargo plane was unable to gain altitude and crashed into buildings at the end of the runway. Improper calculation of center of gravity, load distribution and maximum takeoff weight for existing runway and weather conditions."
1144,21 09 1984,,"Near Sarakchar, Afghanistan",Military - Russian Air Force,Antonov AN-12,,50,50,0,Shot down by Afghan rebels.
1145,26 09 1984,11:55:00,"near Orillia, Ontario, Canada",Air Niagara,Cessna 500 Citation I,,2,2,0,While on VFR training the aircraft was 200 feet over the runway when it suddenly rolled inverted and struck the ground.
1146,10 02 1984,08:15:00,"Ausin, Nevada",Air Taxi - Desert Flying Service,Cessna R182,,3,3,0,Deteriorating weather (fog) was encountered as the pilot followed a highway to his destination on an easterly heading. On scene evidence indicated that the aircraft impacted left wing tip first on a northerly heading near the east end of a box canyon. Flight into adverse weather. Air speed not maintained.
1147,10 09 1984,,"Fort Franklin, Canada",Nahanni Air Services,de Havilland Canada DHC-6 Twin Otter 100,,7,7,0,Struck a tower while on approach in fog.  Weather was below VFR minima and not reported to the pilot because of a lack of observation and communications facilities at Fort Franklin. The decision of the pilot to continue the approach in fog.
1148,10 11 1984,05:40:00,"Near Omsk, Russia",Aeroflot,Tupolev TU-154B,3352,179,174,4,"While landing, the crew noticed something on the runway, took evasive action and crashed into two cleaning vehicles. The flying control officer (ATC)  fell asleep and did not inform the controllers cleaning vehicles were on the runway."
1149,10 11 1984,17:37:00,"Goose Bay, Newfoundland, Canada",Labradore Airways,de Havilland Canada DHC-6 Twin Otter 100,,4,4,0,The air ambulance struck a mountain in near zero visibility and snow bounced twice and came to rest in a canyon. The VFR flight was attempted in mountainous terrain in marginal weather conditions. The aircraft was flown at an altitude which did not provide terrain clearance and the aircraft struck amountain for undetermined reasons.
1150,27 10 1984,,"Near Kabul, Afghanistan",Mililtary - Soviet Air Force,Ilyushin IL-76M,,20,20,0,Shot down by enemy fire.
1151,28 10 1984,,"Near Kabul, Afghanistan",Military - Russian Air Force,Antonov AN-22,,240,240,0,Shot down by Afghan rebels shortly after taking off. Worst single military aircraft disaster in history.
1152,31 10 1984,,"Off Davao, Philippines",Village Airways,Douglas C-47B,,4,4,0,The cargo plane went missing in the PacifiOcean while en route.
1153,19 11 1984,,"Inverness, England",Euroair,Embraer 110P1 Bandeirante,,1,1,0,"Crashed into a 1,600 ft. hill after taking off from Inverness."
1154,20 11 1984,,"Loja, Peru",TAME,de Havilland Canada DHC-6 Twin Otter 300,,14,14,0,Crashed into high terrain.
1155,12 04 1984,,"Near Kostroma, USSR",Aeroflot,LET 410 M,,10,10,0,
1156,12 06 1984,18:14:00,"Jacksonville, Florida",Provincetown - Boston Airlines,Embraer 110P1 Bandeirante,1039,13,13,0,"After taking off, the aircraft went into a steep dive, crashed and burned 7,800 ft. beyond the departure end of the runway. Malfunction of the elevator control system or elevator trim system. The reaction of the flight crew to correct the pitch control problem overstressed the left elevator control rod, which resulted in asymmetrical elevator deflection and overstress failure of the horizontal stabilizer attachment structure."
1157,22 03 1986,,"Jammuin, India",Military - Indian Air Force,Antonov An-32,,19,19,0,
1158,17 12 1984,23:00:00,"Bainbridge, New York",Air Taxi - Delaware Aviation LLC,PA-23-250,,4,4,0,"VFR conditions prevailed when the fight departed. The destination was reported as clear until just prior to the estimated time of arrival, then fog began to form. Witnesses who heard the aircraft, just prior to the accident, reported heavy fog. After making an approach to Rwy 7, the aircraft turned to a heading of about 220 deg, then collided with trees on a wooded hill, .85 mi north of the airport. Continued VFR flight into adverse weather conditions."
1159,19 12 1984,14:00:00,"Near Jaen, Peru",Fuerza Aรฉrea del Peru,de Havilland Canada DHC-6 Twin Otter 300,,21,21,0,"Crashed in flames, two minutes after taking off from a military base."
1160,22 12 1984,,"Near Bhojpur, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,,23,15,0,Crashed into mountain in poor weather off the intended course.
1161,23 12 1984,18:10:00,"Near Kranoyarsk, Russia",Aeroflot,Tupolev TU-154B-2,3519,110,110,0,The aircraft crashed while attempting an emergency landing after the No. 3 engine caught fire. Failure of a  compressor.
1162,01 01 1985,20:30:00,"Near La Paz, Bolivia",Eastern Air Lines,Boeing B-727-225 Adv,980,29,29,0,"The aircraft hit Mt. Illimani at an altitude of 19,600 feet after being cleared to descend during an approach to La Paz. The crew did not follow the prescribed airway. Navigation error. Controlled flight into terrain."
1163,01 09 1985,07:00:00,"Kansas City, Kansas",TPI International Airways,Lockheed L-188AF Electra,,3,3,0,The cargo plane executed a missed approach because it was too high. The copilot mistakenly lined up with nearby Fairfax Airport to land. The captain took over and entered a steep climb for a go-around. The plane stalled and entered a dive and crashed into a water treatment plant. Improper IFR procedure. Airspeed not maintained which led to an inadvertent stall.
1164,18 01 1985,,"Jinan, China",CAAC,Antonov AN-24B,5109,41,38,0,Crashed after overshooting the runway in rain and fog.
1165,19 01 1985,08:22:00,"Havana, Cuba",Cubana de Aviacion,Ilyushin IL-18D,,38,38,0,The airliner crashed after takeoff. Failure of the artificial horizon and obstruction of aileron control due to shifted cargo.
1166,20 01 1985,23:15:00,"Carson, New Mexico",Air Taxi,Bell 206 L-1,,3,3,0,The helicopter crashed in open terrain during a turn to reverse direction. Witnesses stated the aircraft was heading north and was on a converging course with high tension lines that were about 80 to 100 ft high and the belly counted spotlight was illuminated when it passed overhead. The helicopter impacted snow covered terrain in a steep descending bank to the right at a high rate of speed on a southerly heading. The power lines showed no evidence of having been struck. Pilot did not maintain directional control.
1167,21 01 1985,01:04:00,"Reno, Nevada",Galaxy Airlines,Lockheed L-188A Electra,203,71,70,0,"The aircraft crashed while returning to the airport after reporting severe vibrations. While attempting to land, the aircraft crashed into a  field, bounced and slid into mobile homes. A ground handler forgot to close an air start access door. The crew's failure to control and monitor the flight path and air speed of the aircraft after detecting the vibration."
1168,22 01 1985,09:35:00,"Off Puerto Castilla, Honduras",Military - U.S. Air Force,Lockheed C-130A,,21,21,0,"Crashed into the Caribbean sea, 8 miles northwest of the airport where it was scheduled to land."
1169,23 01 1985,10:35:00,"Near Buga, Colombia",AIRES Colombia,Embraer 110P1 Bandeirante,,17,17,0,"The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions."
1170,23 01 1985,10:35:00,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,de Havilland Canada DHC-6 Twin Otter 300,,23,23,0,"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR."
1171,02 01 1985,20:25:00,"Whitefield, New Hampshire",Air Taxi - Air Trends Inc.,Piper PA-31-350,,5,4,0,The aircraft crashed after executing a missed approach at Whitefield during IMC weather. The aircraft was seen at 300-400 ft agl during some part of the maneuvering near the airport. The aircraft seemed to be heading for the airport when last seen by ground observers. Fuel starvation. Fuel tank selector in wrong position.
1172,02 01 1985,,"Minsk, Belarus, USSR",Aeroflot,Tupolev TU-134A,,80,58,0,The aircraft crashed shortly after taking off from Minsk. Icing. Double engine failure.
1173,02 04 1985,19:51:00,"Soldotna, Alaska",North PacifiAirlines,Beech Queen Air 65-A80,-,9,9,0,Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.
1174,02 06 1985,943,"Altus, Oklahoma",Air Taxi - Oklahoma Airways Inc.,Cessna 402B,,2,2,0,"A witness saw smoke & fire trailing from the vicinity of the l eng. He stated that the aircraft's nose came up, the plane rolled to the left, then it entered a steep, nose down, inverted attitude just before it crashed & burned. Total failure of the exhaust manifold system. Inadequate inspection/maintenance."
1175,18 10 1989,,"Nasosny, Russia",Military - Russian Air Force,Ilyushin IL-76MD,,57,57,0,Crashed into the Caspian sea after reporting an engine fire.
1176,02 09 1985,12:48:00,"Central Point, Oregon",Air Taxi - Mercy Flights Inc.,Gulfstream AC-680F,,4,4,0,The pilot reported loss of power in both engines. Witness saw the aircraft gilding wings level towards the runway when a loud rev was heard. The aircraft then pitched up and rolled left to an inverted position before ground contact and explosion. Misjudged emergency procedure. Airspeed not maintained. Directional control not maintained. Throttle/power control not corrected.
1177,16 02 1985,,"Banjarmasin, Indonesia",Dirgantara Air Services,Britten-Norman BN-2A Islander,,10,9,0,Struck a mountain in poor weather conditions.
1178,19 02 1985,09:27:00,"Near Durango, Vizcaya, Spain",Iberia Airlines,Boeing B-727-256,610,148,148,0,The aircraft crashed into an antenna on Mt. Oiz. Incorrect interpretation of Ground Proximity Warning System. The captain was heard shouting 'shut up' at the GPWS as it announced 'pull up.'  Overconfidence in altitude alert system. Incorrect interpretation of its warnings.
1179,19 02 1985,10:15:00,"300 nm NW of San Francisco, California",China Airlines (Taiwan),Boeing B-747-SP-09,6,274,0,0,"The aircraft descended in an uncontrolable dive, from 41,000 to 9,500 ft. after the crew shut down an engine.  The captain, preoccupied the malfunctioning engine, didn't properly monitor instruments and over relied on the autopilot and did not use his rudder to keep the plane from rolling . The autopilot disengaged after it could not handle the excessive roll caused by the shut down engine. The captain failed to make the proper flight corrections to recover the aircraft. After a terrifying series of inadvertent aerobatics, the plane leveled off at 9,500 feet and managed to land safely at San Francisco. Forces during the inverted spin were estimated to be from +6G to -4G. The landing gear was forced out through the closed doors, breaking the doors, which flew back and took out part of the rudder and elevator."
1180,22 02 1985,,"Timbuktu, Mali",Air Mali,Antonov AN-24V,,51,50,0,Crashed after taking off. The plane was not able to return to the airport after experiencing an engine failure.
1181,25 02 1985,,"Near Valdez, Alaska",Military - U.S. Air Force,Boeing RC-135T,,3,3,0,Struck a mountain in poor weather.
1182,03 12 1985,,"Fort Hood, Texas",Military - U.S. Air Force,Lockheed C-130E Hercules,,6,6,0,Stalled during a training exercise and crashed.
